Income_Level,App_Usage_Frequency,Location_Suburban,Location_Urban,Preferred_Payment_Method_Debit Card,Preferred_Payment_Method_UPI,Preferred_Payment_Method_Wallet Balance,Age,Avg_Transaction_Value,Loyalty_Points_Earned,Referral_Count,Cashback_Received,Customer_Satisfaction_Score,LTV,Transaction_Value_Range,Spend_Per_Active_Day,Transactions_Per_Active_Day,Spend_Per_Transaction,Inactivity_Ratio,Support_Burden
0.0,2.0,1.0,0.0,0.0,0.0,1.0,22.0,45.24600722,106.0,46.0,3905.468927,7.0,10271.0042,173.13370896,11.865667599423633,0.2622478386167147,45.24600721978022,0.8242074927953891,219.955788
1.0,1.0,1.0,0.0,0.0,0.0,1.0,36.0,2409.058981,2671.0,22.0,909.3871321,7.0,86599.98176,3977.6407944,2617.78611299639,1.0866425992779782,2409.0589810631227,0.6570397111913358,940.17719376
1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,15019.09897,119.0,21.0,1610.788416,10.0,1098915.371,11219.150621,82377.4821969697,5.484848484848484,15019.098964088398,1.1742424242424243,230.9571757
0.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,4463.90878,3034.0,4.0,2218.956516,6.0,420698.9568,16548.083712,27846.288102040813,6.238095238095238,4463.908779716467,2.326530612244898,939.62344064
2.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0,19886.04968,4809.0,47.0,3290.171724,2.0,1842200.88,58164.212851,630182.0572413793,31.689655172413797,19886.049684439608,6.620689655172414,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,3364.952112,1892.0,33.0,2674.218839,8.0,260734.3756,8880.756483,7553.134097859327,2.2446483180428136,3364.9521117166214,0.2477064220183486,114.451662
1.0,2.0,0.0,0.0,1.0,0.0,0.0,40.0,15777.54659,2161.0,30.0,2757.28624,4.0,352316.118,30198.900396,10699.148784375,0.678125,15777.546594470046,1.046875,1072.78662265
1.0,2.0,0.0,0.0,0.0,0.0,1.0,29.0,14103.83899,3716.0,46.0,784.7142439,7.0,1055271.809,12184.457975,46072.54071111111,3.2666666666666666,14103.83899319728,1.4755555555555555,1131.331495
0.0,2.0,1.0,0.0,0.0,0.0,0.0,65.0,6449.421535,759.0,36.0,2373.93508,8.0,607212.6401,16565.368469,42826.01494244604,6.640287769784172,6449.421535211267,0.3525179856115107,272.8630755
0.0,1.0,1.0,0.0,1.0,0.0,0.0,24.0,6621.47548,1646.0,46.0,4118.99144,7.0,77722.96398,27766.321022,2245.3446262975776,0.3391003460207612,6621.475479591836,1.0519031141868511,209.4050543
1.0,2.0,1.0,0.0,0.0,1.0,0.0,41.0,11275.3961,4549.0,25.0,2547.304262,3.0,527482.4102,11661.929411,18297.43993950178,1.622775800711744,11275.396103070174,0.195729537366548,38.03696294
0.0,0.0,0.0,1.0,0.0,0.0,1.0,68.0,17048.95821,231.0,22.0,998.709045,8.0,915462.3264,77760.12307199999,348192.18496153847,20.423076923076923,17048.95820903955,12.923076923076923,215.15946075
0.0,2.0,1.0,0.0,0.0,0.0,0.0,17.0,7729.877013,1594.0,42.0,2066.985949,4.0,635701.5574,12836.249751,21415.99487328767,2.7705479452054798,7729.877012360939,0.2294520547945205,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,35.0,1232.98582,561.0,37.0,3774.043175,8.0,77269.6155,3722.6192068,2484.44333670412,2.01498127340824,1232.9858195167285,0.4307116104868914,659.63992807
0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,7494.639346,1806.0,37.0,674.9620978,5.0,32959.50912,6481.015007,733.740915034965,0.0979020979020979,7494.639346428571,0.3916083916083916,13.59414108
2.0,1.0,0.0,0.0,1.0,0.0,0.0,62.0,4154.180338,875.0,31.0,2902.316925,9.0,251679.629,9848.900007,7644.753594249201,1.840255591054313,4154.180338541667,0.5079872204472844,905.6966306
0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,18784.74827,1638.0,4.0,4826.573591,3.0,612888.5572,21131.005342,62744.932371134026,3.3402061855670104,18784.748271604934,1.1030927835051547,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,59.0,13948.51418,992.0,24.0,1901.509549,2.0,316485.1115,12929.677525,22539.990311594203,1.615942028985507,13948.514183856503,0.1884057971014492,84.31324509999999
1.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,1026.144958,3735.0,32.0,218.2062158,4.0,22770.05655,4536.0269142,292.14091320284695,0.2846975088967972,1026.144957625,0.3914590747330961,139.7739862
1.0,2.0,0.0,0.0,0.0,0.0,1.0,62.0,5866.84086,1556.0,6.0,3165.52002,2.0,334432.3804,21678.672388000003,34406.577125,5.864583333333333,5866.840859680285,0.6875,42.09509816
2.0,1.0,0.0,0.0,1.0,0.0,0.0,50.0,1013.817139,4353.0,15.0,235.5175767,2.0,58521.06617,3716.9058379,8146.1096421052625,8.035087719298245,1013.8171388646288,3.5964912280701755,768.93050766
0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,16602.03324,4818.0,48.0,958.0283218,1.0,1034321.827,18951.196035,82875.19032520325,4.991869918699187,16602.033241042347,0.8211382113821138,1131.10867
2.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,18126.86507,2476.0,28.0,241.9863808,8.0,334663.8321,78084.30926400001,13810.94481818182,0.7619047619047619,18126.865073863635,0.8917748917748918,268.33711047
2.0,0.0,1.0,0.0,0.0,1.0,0.0,51.0,2254.469321,3571.0,14.0,853.2530642,1.0,126798.672,5815.983839699999,4058.044775862069,1.8,2254.469319923372,0.0034482758620689,113.11451316
1.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0,8811.39802,676.0,19.0,4274.661087,8.0,669088.3811,36076.525787,76741.12926744185,8.709302325581396,8811.398020026701,2.604651162790698,52.78884777
0.0,0.0,1.0,0.0,1.0,0.0,0.0,55.0,18638.3468,3756.0,21.0,3674.256588,9.0,868547.3206,11513.694046,27476.53060967742,1.4741935483870967,18638.346803063458,0.2258064516129032,28.630591816
1.0,2.0,0.0,0.0,1.0,0.0,0.0,19.0,2912.781617,424.0,9.0,1709.263194,6.0,130104.0308,5124.98014,24158.95341176471,8.294117647058824,2912.781617021277,2.9411764705882355,433.78859496000007
2.0,2.0,0.0,0.0,0.0,0.0,1.0,17.0,5845.152777,1600.0,7.0,4485.689108,7.0,67108.68322,28170.6743398,2563.6634986842105,0.4385964912280701,5845.152776999999,0.9429824561403508,79.39911954
2.0,1.0,0.0,1.0,0.0,1.0,0.0,21.0,6092.450257,1340.0,31.0,3325.911079,6.0,552345.1173,14569.760324,903713.4548333334,148.33333333333334,6092.450257303372,51.66666666666666,673.909479
1.0,0.0,0.0,1.0,0.0,1.0,0.0,69.0,610.8656609,629.0,27.0,2238.732978,1.0,49042.69242,2689.98778792,1458.1954487096773,2.3870967741935485,610.8656609459459,0.4580645161290322,670.06294875
1.0,0.0,1.0,0.0,1.0,0.0,0.0,57.0,735.1019615,4229.0,8.0,341.6644062,1.0,39711.77684,1370.6578888,1085.1505146520146,1.4761904761904765,735.1019615384615,0.0512820512820512,538.68415848
1.0,1.0,0.0,1.0,0.0,1.0,0.0,19.0,19056.32861,3008.0,30.0,3653.606843,1.0,1105833.725,50813.971764,31908.271162790697,1.6744186046511629,19056.32861111111,0.5784883720930233,250.1368848
1.0,2.0,0.0,1.0,1.0,0.0,0.0,69.0,11426.14125,2065.0,22.0,1877.630628,3.0,442584.5523,45443.325954,2170966.838,190.0,11426.141252631578,9.5,52.44726273
1.0,1.0,0.0,1.0,1.0,0.0,0.0,44.0,6139.899945,4463.0,18.0,1514.145021,7.0,342997.6146,18673.516178,11812.63359057971,1.923913043478261,6139.899945386063,1.141304347826087,739.13766591
2.0,0.0,0.0,1.0,0.0,0.0,1.0,33.0,7579.706468,167.0,31.0,1441.365067,8.0,262359.5722,27393.199009,27653.43458241758,3.648351648351648,7579.706466867469,1.6483516483516485,132.43571094
1.0,2.0,0.0,1.0,1.0,0.0,0.0,41.0,14299.71015,4005.0,9.0,38.54612972,1.0,464621.5096,23643.774614,17356.13674427481,1.213740458015267,14299.710147798742,1.0,31.9832564
0.0,1.0,1.0,0.0,1.0,0.0,0.0,59.0,7336.678899,4012.0,19.0,3713.226014,6.0,493152.5191,10018.029052999998,19796.90628512397,2.6983471074380163,7336.678898928025,1.318181818181818,129.98294106
2.0,1.0,1.0,0.0,0.0,0.0,1.0,49.0,4562.930458,16.0,34.0,726.5516851,8.0,256098.0897,8189.276813300001,9960.54331707317,2.182926829268293,4562.930458100559,1.353658536585366,423.34582848
2.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,2045.728459,1545.0,30.0,2603.224194,5.0,161172.2938,5099.2778217000005,19162.51973417721,9.367088607594935,2045.728458108108,0.9367088607594936,2.648021867
0.0,0.0,1.0,0.0,1.0,0.0,0.0,51.0,14581.3709,1530.0,10.0,80.40701002,2.0,135793.9975,57213.636536,4172.803890675241,0.2861736334405145,14581.370898876405,1.1286173633440515,456.70229493
0.0,2.0,0.0,0.0,0.0,0.0,0.0,29.0,3619.494683,3813.0,42.0,3139.41644,4.0,232873.7707,7036.042281,7191.364437499999,1.986842105263158,3619.4946837748334,0.875,557.8968606
2.0,0.0,0.0,1.0,0.0,0.0,1.0,46.0,1402.268916,1497.0,39.0,1847.461744,4.0,81626.21073,3936.9542749,12354.472689655173,8.810344827586206,1402.268915851272,5.051724137931035,593.92412775
1.0,1.0,0.0,0.0,0.0,1.0,0.0,63.0,8544.819365,542.0,9.0,3153.737257,4.0,40295.37271,32366.115398,1595.032948,0.1866666666666666,8544.819364285715,0.6444444444444445,433.54718239
2.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,801.0235266,726.0,8.0,449.4747351,8.0,80917.84474,1297.4837383,3509.434757425742,4.381188118811881,801.0235265536724,0.6584158415841584,60.965229832
2.0,1.0,1.0,0.0,1.0,0.0,0.0,23.0,19300.31119,378.0,41.0,1331.66923,6.0,1567725.278,84753.08180100001,2595891.855,134.5,19300.31118959108,24.666666666666668,158.56054136
0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,12549.58642,4435.0,9.0,551.5339649,9.0,1180585.936,57511.801266,387363.901,30.866666666666667,12549.58642548596,2.6333333333333333,127.59032712
2.0,2.0,1.0,0.0,0.0,0.0,0.0,38.0,3062.409241,4302.0,49.0,3230.35389,10.0,141016.5425,2494.167139,7889.252947019868,2.576158940397351,3062.4092416452445,2.04635761589404,15.26514957
1.0,2.0,0.0,1.0,0.0,0.0,1.0,55.0,3457.357188,3493.0,36.0,542.7674794,1.0,39319.20948,3910.4857398,7779.053672222221,2.25,3457.357187654321,5.972222222222222,854.09453923
0.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,11400.87132,3463.0,36.0,3085.511058,1.0,468298.2716,14214.452564,41665.00246363636,3.654545454545455,11400.87132089552,0.3,954.0200976
2.0,0.0,0.0,1.0,0.0,0.0,1.0,31.0,7137.749489,845.0,6.0,673.4523549,2.0,80327.19336,26666.691197,6311.894176033058,0.8842975206611571,7137.749488785047,1.603305785123967,214.7254883
2.0,2.0,0.0,0.0,1.0,0.0,0.0,60.0,15487.59222,3852.0,19.0,4716.773028,5.0,184157.8871,20165.877161,7133.289360995851,0.4605809128630705,15487.592216216215,0.7385892116182573,143.62543605000002
1.0,1.0,1.0,0.0,0.0,0.0,1.0,33.0,10920.67165,4821.0,19.0,2081.903387,6.0,319003.6529,37793.372519,11679.637243243244,1.0694980694980696,10920.671646209386,1.111969111969112,522.92964492
2.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,8672.344172,673.0,7.0,632.9503979,3.0,190317.6901,22529.416079,20620.907255555558,2.3777777777777778,8672.344172897196,3.7222222222222223,202.91416272
2.0,2.0,0.0,0.0,0.0,0.0,1.0,68.0,19259.97516,3520.0,16.0,209.052252,1.0,1440551.628,74738.84701,477005.3846666666,24.766666666666666,19259.975154777927,6.7,87.76207242
2.0,0.0,0.0,1.0,1.0,0.0,0.0,39.0,7820.673834,3039.0,37.0,1647.112769,7.0,655685.5632,30154.178126,26992.87424472574,3.451476793248945,7820.673833740831,0.0126582278481012,286.8804492
2.0,0.0,1.0,0.0,1.0,0.0,0.0,41.0,8018.212367,2057.0,24.0,4456.932121,1.0,411007.0797,35698.042553,23865.97328235294,2.976470588235294,8018.212367588933,0.3117647058823529,976.88382224
1.0,1.0,0.0,1.0,0.0,0.0,1.0,40.0,13318.7907,4445.0,12.0,719.0758097,7.0,177887.8295,23741.209534,10815.930697986578,0.8120805369127517,13318.790694214877,1.7315436241610738,0.0
2.0,0.0,1.0,0.0,0.0,1.0,0.0,60.0,16191.4769,737.0,44.0,3954.160338,9.0,229862.7102,24781.99354,24655.20345454545,1.5227272727272727,16191.476895522388,1.375,439.79434722
2.0,0.0,0.0,1.0,1.0,0.0,0.0,56.0,12528.03767,3958.0,12.0,2086.859143,1.0,1033866.052,9297.344772,2561983.7025,204.5,12528.037665036676,37.5,242.84433844
2.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,13975.21834,4312.0,47.0,4014.639254,8.0,1025532.401,32196.082452,39929.19523809524,2.857142857142857,13975.218333333332,0.6071428571428571,0.0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,7464.902056,3449.0,1.0,4371.456744,10.0,732935.8494,19359.00904,140808.54466666665,18.862745098039216,7464.902056133056,4.254901960784314,79.42323773700001
1.0,2.0,1.0,0.0,1.0,0.0,0.0,60.0,9595.141761,1724.0,36.0,4989.087788,9.0,369533.2154,42541.496034,148324.89970833334,15.458333333333334,9595.141760107816,5.625,216.88590196
0.0,2.0,1.0,0.0,1.0,0.0,0.0,16.0,3948.731378,2653.0,41.0,340.9873832,8.0,118717.9027,15195.247482,22061.390521739133,5.586956521739131,3948.731377431907,5.565217391304348,807.9349242
0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,13608.12735,1061.0,41.0,3981.506304,1.0,953717.7231,16591.185388,81766.07553448276,6.008620689655173,13608.127348637016,0.5344827586206896,946.06718224
1.0,2.0,1.0,0.0,1.0,0.0,0.0,22.0,4436.824289,4683.0,10.0,348.4444187,4.0,368250.3561,17732.9474548,131132.80677777776,29.55555555555556,4436.824289473684,10.62962962962963,54.036777744
0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,35.12333992,1318.0,19.0,1573.963559,10.0,17099.78485,50.399449571000005,352.7122767368421,10.042105263157897,35.12333992662474,0.6631578947368421,68.3594327
0.0,2.0,0.0,0.0,0.0,1.0,0.0,39.0,18675.90477,829.0,8.0,3231.161273,4.0,1638984.087,20059.687318,165064.81494949493,8.83838383838384,18675.904777142856,2.95959595959596,636.2200944
0.0,2.0,1.0,0.0,0.0,1.0,0.0,16.0,6127.244672,3585.0,44.0,2236.442175,1.0,121742.183,24296.603401,9507.793456896552,1.5517241379310345,6127.244672222222,0.5862068965517241,251.57513584
1.0,1.0,1.0,0.0,1.0,0.0,0.0,59.0,3940.674529,3221.0,44.0,2826.284376,7.0,384093.7914,17619.710218999997,13321.193242753625,3.380434782608696,3940.674528403001,0.8152173913043478,585.7371561
2.0,1.0,0.0,1.0,0.0,1.0,0.0,23.0,5370.253152,3384.0,28.0,4830.960605,7.0,39929.73483,6262.551459,767.1790217261905,0.1428571428571428,5370.253152083334,0.9970238095238096,444.6493764000001
1.0,1.0,0.0,1.0,1.0,0.0,0.0,39.0,6615.649475,2147.0,33.0,4093.283791,10.0,411824.7617,24985.914093,41713.410905263154,6.3052631578947365,6615.649475792988,1.4421052631578948,1111.60761408
1.0,2.0,0.0,0.0,1.0,0.0,0.0,26.0,9496.183065,1302.0,4.0,1818.347786,9.0,862902.447,38610.710596,42804.40306030151,4.507537688442211,9496.18306465998,0.2311557788944723,147.89400132
1.0,2.0,1.0,0.0,0.0,0.0,1.0,66.0,1396.339904,3075.0,30.0,2999.723174,8.0,18303.18423,1797.9875657,181.71546691780824,0.1301369863013698,1396.3399036842106,0.6506849315068494,183.79525952
0.0,2.0,0.0,1.0,0.0,0.0,0.0,32.0,1062.936393,4805.0,25.0,242.4151402,3.0,19878.29984,2003.1844598,315.4520907096774,0.2967741935483871,1062.9363926086955,1.870967741935484,89.352033638
2.0,2.0,0.0,0.0,0.0,1.0,0.0,23.0,5865.286203,1960.0,36.0,2264.491186,2.0,272912.1622,22245.8564152,9797.20028888889,1.6703703703703705,5865.286203991132,1.348148148148148,561.8187255
1.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,5922.364963,1700.0,43.0,3041.982677,10.0,548007.3823,23050.398319,16567.862105919,2.797507788161994,5922.364962138085,0.7694704049844237,290.33005041
1.0,1.0,1.0,0.0,1.0,0.0,0.0,50.0,2361.748094,3020.0,19.0,3573.585647,3.0,22378.9965,5309.7290140000005,479.1952655797101,0.2028985507246377,2361.7480946428573,1.144927536231884,320.66172704
2.0,2.0,0.0,0.0,0.0,0.0,1.0,48.0,8101.78397,1024.0,7.0,4507.586444,8.0,608836.399,10228.353383,18415.404668711657,2.273006134969325,8101.783970310392,0.8957055214723927,451.90940032
2.0,2.0,0.0,0.0,1.0,0.0,0.0,20.0,5687.733077,599.0,5.0,1415.291168,6.0,380674.4176,18192.095977,14597.03371875,2.56640625,5687.733077625571,0.8359375,354.0341868
2.0,1.0,0.0,1.0,1.0,0.0,0.0,57.0,530.8505004,1441.0,17.0,4510.852167,3.0,10210.39852,1866.5449357,1085.2943562222222,2.0444444444444443,530.850500326087,5.688888888888889,485.67788072
0.0,2.0,1.0,0.0,0.0,0.0,1.0,54.0,17715.5584,4105.0,7.0,3307.59258,2.0,154523.7826,50965.973355,1452675.789,82.0,17715.558402439026,48.0,453.82589584
